name,lng,lat
Taft University System,-104.932551,39.70583
Aspen University,-104.939111,39.68614
Institute of Taoist Education and Acupuncture,-105.138528,39.987278
Denver College of Nursing,-104.994627,39.753041
Urshan Graduate School of Theology,-90.364462,38.801695
Daoist Traditions College of Chinese Medical Arts,-82.568537,35.606831
Yeshiva of Machzikai Hadas,-73.987833,40.638341
Pacific Northwest University of Health Sciences,-120.45598,46.602872
The Chicago School of Professional Psychology at Irvine,-117.838089,33.650763
Brown Mackie College-Boise,-116.295147,43.590789
Brown Mackie College-Tulsa,-95.853318,36.09694
The Chicago School of Professional Psychology at Los Angeles,-118.257204,34.047983
Providence Christian College,-118.118842,34.172467
Institute of World Politics,-77.036112,38.910537
Pontifical John Paul II Institute for Studies on Marriage and Family,-76.997896,38.932716
Vermont College of Fine Arts,-72.567616,44.25521
Virginia College-Charleston,-80.023116,32.906099
Sanford-Brown College-Online,-82.520771,28.02103
Argosy University-Phoenix Online Division,-112.107494,33.566817
Polytechnic University of Puerto Rico-Miami,-80.328852,25.809154
Polytechnic University of Puerto Rico-Orlando,-81.253943,28.55158
Geisinger Commonwealth School of Medicine,-75.655478,41.413415
Brown Mackie College-Phoenix,-112.118464,33.6054
Strayer University-West Virginia,-81.928375,38.454703
Brown Mackie College-Greenville,-82.394503,34.853042
University of Minnesota-Rochester,-92.463471,44.022339
Herzing University-Toledo,-83.665453,41.639266
Homestead Schools,-118.350152,33.808573
Chamberlain University-Florida,-81.586421,30.243517
Horizon University,,
Academy for Jewish Religion-California,,
Angeles College,-118.29903,34.061223
University of Fort Lauderdale,-80.204938,26.147098
Pacific Rim Christian University,-157.888379,21.328198
Ambria College of Nursing,-88.2109,42.075628
American Business and Technology University,-94.819981,39.77909
City Vision University,-94.571091,39.07043
Bethel College,-76.409141,37.04095
Pinchot University,-122.331256,47.600511
West Coast University-Orange County,-117.911811,33.81104
West Coast University-Ontario,-117.590035,34.066591
Harrison College-Grove City,-83.04592,39.88221
The Art Institute of Virginia Beach,-76.131737,36.842383
Bryant & Stratton College-Bayshore,-87.9154,43.118941
Strayer University-Arkansas,-92.396031,34.74735
Strayer University-Georgia,-84.275624,33.874236
Strayer University-Mississippi,-90.149441,32.38098
Strayer University-South Carolina,-82.357811,34.85654
Strayer University-Texas,-97.740231,30.37211
The Art Institute of San Antonio,-98.56556,29.532925
Virginia Tech Carilion School of Medicine,-79.942599,37.257489
Broadview Entertainment Arts University,-111.884491,40.717369
Bryant & Stratton College-Hampton,-76.39268,37.04386
Trinity School of Health and Allied Sciences,-118.296542,33.858764
Unitek College,-121.961761,37.50904
Gurnick Academy of Medical Arts,-122.307618,37.547377
Southern California University SOMA,-118.300056,34.06125
South University–Richmond,-77.59915,37.64676
South University–Virginia Beach,-76.124288,36.8336
Compass College of Cinematic Arts,-85.666861,42.96206
Touro University Worldwide,-118.057754,33.808683
Touro University California,-122.263949,38.085479
The Chicago School of Professional Psychology at Washington DC,-77.033071,38.90163
Touro University Nevada,-115.024012,36.043189
Herzing University-Kenosha,-87.857441,42.60328
Herzing University-Brookfield,-88.115656,43.027347
Texas A&M University-San Antonio,-98.52417,29.304762
Strayer University-Global Region,-77.034001,38.90485
Brown Mackie College-Albuquerque,-106.52703,35.07932
Brown Mackie College-St Louis,-90.43652,38.54435
California University of Management and Sciences,-117.941996,33.842052
Johnson & Wales University-Online,-71.41277,41.819956
Virginia International University,-77.347751,38.84905
Brown Mackie College-San Antonio,-98.555881,29.49426
American Sentinel University,-104.831161,39.67661
Tribeca Flashpoint College,-87.631321,41.88277
Remington College-Heathrow Campus,-81.360111,28.78484
Chamberlain University-Virginia,-77.050273,38.852326
Stevens-Henager College,-116.27829,43.591087
American College for Medical Careers,-81.402271,28.470997
National Paralegal College,-112.064141,33.53065
Carolina College of Biblical Studies,-78.939514,35.05141
Oxford Graduate School,-85.054581,35.46908
Jung Tao School of Classical Chinese Medicine,-81.784711,36.26276
New York Film Academy,-118.335567,34.152076
Georgia Christian University,-84.268101,33.9284
Jose Maria Vargas University,-80.281548,26.009656
Shepherds Theological Seminary,-78.742623,35.744334
Grace College of Divinity,-78.961305,35.058616
Bergin University of Canine Studies,-122.721175,38.353867
Simmons College of Kentucky,-85.764811,38.239519
North American University,-95.588338,29.646303
Millennia Atlantic University,-80.352671,25.8082
Institute for Doctoral Studies in the Visual Arts,-70.272161,43.65405
John Paul the Great Catholic University,-117.082401,33.12085
University of Connecticut-Hartford Campus,,
Independence University,-112.011508,41.232785
National American University-Tulsa,-95.905061,36.0469
National American University-Centennial,-104.960121,39.56707
National American University-Lee's Summit,-94.402645,38.919788
National American University-Colorado Springs South,-104.722011,38.8475
Chamberlain University-Missouri,-90.436221,38.70204
Chamberlain University-Texas,-95.560414,29.838386
South University-Accelerated Graduate Programs,-84.355279,33.936076
South University-Novi,-83.457358,42.495506
Dewey University-Manati,-66.487333,18.433307
Brown Mackie College-Birmingham,-86.828321,33.46782
Azusa Pacific University College,-117.827484,34.110723
Minneapolis Media Institute,-93.331452,44.866035
CollegeAmerica-Phoenix,-112.119891,33.57415
Stevens-Henager College,-112.05156,43.48346
Relay Graduate School of Education,-73.993407,40.740511
Brown Mackie College-Oklahoma City,-97.639761,35.5599
South University–Savannah Online,-81.105431,31.9995
Whitworth University-Adult Degree Programs,-117.411568,47.751642
The Santa Barbara and Ventura Colleges of Law at Santa Barbara,-119.70516,34.424542
Springfield College-School of Professional and Continuing Studies,-72.556647,42.1022
Catholic Distance University,-77.860321,39.28763
Rocky Mountain University of Health Professions,-111.656188,40.211724
Christie's Education,-73.980819,40.758871
Criswell College,-96.778071,32.79369
Beverly Hills Design Institute,-118.375621,34.06463
Bryant & Stratton College-Akron,-81.655095,41.1282
Chamberlain University-Georgia,-84.350721,33.9117
Chamberlain University-Indiana,-86.111061,39.91916
Bais HaMedrash and Mesivta of Baltimore,-76.674414,39.379528
Yeshiva Gedolah Zichron Leyma,-74.268351,40.6992
Be'er Yaakov Talmudic Seminary,-74.028425,41.13905
Colorado State University-Global Campus,-104.898261,39.60942
West Coast University-Dallas,-96.873971,32.82734
Stevens-Henager College,-113.557643,37.095406
National American University-Bellevue,-95.967384,41.141522
National American University-Burnsville,-93.28605,44.773371
National American University-Mesquite,-96.625431,32.80385
California College San Diego,-117.160658,33.138303
Pennsylvania State University-World Campus,-77.841594,40.832783
Kaplan University-Augusta Campus,-69.789786,44.340912
South University-Austin,,
South University-Cleveland,,
Bryant & Stratton College-Online,-78.768899,42.790162
Elizabethtown College School of Continuing and Professional Studies,-76.593224,40.149236
Warner Pacific College Adult Degree Program,-122.56253,45.503764
Platt College-Riverside,-117.298365,33.932923
Savannah Law School,-81.093941,32.06917
Shiloh University,-91.705724,41.459135
Florida Institute of Technology-Online,-80.624378,28.065754
Rasmussen College-Kansas,-95.751719,39.056302
California Miramar University,-117.11851,32.77942
Rocky Vista University,-104.814691,39.56304
Gemini School of Visual Arts & Communication,-97.846021,30.50916
Midwives College of Utah,-111.857036,40.71089
Future Generations University,-79.405423,38.70907
Grace Mission University,-117.958208,33.867663
Sotheby's Institute of Art-NY,-73.972232,40.756988
Mid-South Christian College,-89.911799,35.064172
Grace School of Theology,-95.472351,30.20579
Yeshiva Gedolah Kesser Torah,-74.068553,41.124819
Yeshiva Yesodei Hatorah,-74.202016,40.065908
South University-High Point,-79.963547,36.040441
College of Business and Technology-Miami Gardens,-80.284651,25.92455
Augusta University,-81.990651,33.47077
Middle Georgia State University,-83.732058,32.808092
Virginia Baptist College,-77.531331,38.29058
National American University-Lewisville,-96.978279,32.992384
National American University-Georgetown,-97.695581,30.63086
National American University-Richardson,-96.768511,32.95517
National American University-Rochester,-92.496177,44.064095
National American University-Wichita West,-97.440061,37.70923
National American University-Indianapolis,-86.222601,39.92198
DeVry College of New York,-73.983492,40.747747
DeVry University-Arizona,-112.104801,33.56571
DeVry University-California,-117.803681,34.06302
DeVry University-Colorado,-105.008901,39.91934
DeVry University-Florida,-80.339842,25.987643
DeVry University-Georgia,-84.297316,33.775112
DeVry University-Illinois,-87.691871,41.94231
DeVry University-Indiana,-87.329841,41.47435
DeVry University-Missouri,-94.575801,38.93869
DeVry University-Nevada,-115.096601,36.020266
DeVry University-New Jersey,-74.438606,40.466026
DeVry University-North Carolina,-80.931971,35.13766
DeVry University-Ohio,-82.940506,39.940586
DeVry University-Oklahoma,-97.59091,35.538301
DeVry University-Pennsylvania,,
DeVry University-Tennessee,-86.694511,36.08537
DeVry University-Texas,-97.012861,32.93417
DeVry University-Virginia,-77.050273,38.852326
University of North Georgia,-83.985694,34.530219
South Georgia State College,-82.855231,31.495903
Northeastern University Professional Advancement Network,-71.088391,42.33887
Florida Polytechnic University,-81.845995,28.150149
Brown Mackie College-Dallas,-97.115771,32.84154
Arizona College-Mesa,-111.873531,33.41833
Antioch College,-83.888077,39.799806
Texas A & M University-Central Texas,-97.766381,31.04706
Arizona State University-Skysong,-111.923001,33.46266
Universidad Ana G. Mendez,-66.065438,18.385012
IGlobal University,-77.227315,38.915226
Alabama College of Osteopathic Medicine,-85.340805,31.206294
Morthland College,-88.92652,37.896817
University of Florida-Online,-82.339848,29.649413
University of Phoenix-Arizona,-111.966271,33.40319
University of Phoenix-Arkansas,-92.395081,34.74917
University of Phoenix-California,-117.885007,33.685771
University of Phoenix-Colorado,-104.873171,39.55155
University of Phoenix-Florida,-81.419201,28.44518
University of Phoenix-Georgia,-84.341891,33.98039
University of Phoenix-Louisiana,-91.151171,30.42292
University of Phoenix-Michigan,-83.242621,42.482261
University of Phoenix-Missouri,-90.466779,38.757062
University of Phoenix-Nevada,-115.322506,36.12164
University of Phoenix-North Carolina,-80.949346,35.152358
University of Phoenix-Oklahoma,,
University of Phoenix-Tennessee,-86.690731,36.14478
University of Phoenix-Texas,-95.585181,29.78352
University of Phoenix-Virginia,-77.563516,37.64257
University of Phoenix-Pennsylvania,-75.169354,39.95219
CEM College-Mayaguez,-67.146379,18.199097
Rabbinical College Ohr Yisroel,-73.896524,40.629707
University of North Texas at Dallas,-96.801901,32.65708
Georgia Military College,-83.224401,33.07865
California College San Diego,-117.166966,32.835221
West Coast University-Miami,-80.347651,25.81071
National American University-Houston,-95.593021,29.78322
National American University-Harold D. Buckingham Graduate School,-97.752171,30.35133
High Tech High Graduate School of Education,-117.217661,32.732001
University of Texas Health Science Center at Tyler,-95.211741,32.42864
California Intercontinental University,-117.850961,33.696413
Atlantis University,-80.18942,25.788978
Bet Medrash Gadol Ateret Torah,-73.969945,40.607809
Yeshiva Gedola Ohr Yisrael,-73.944041,40.61359
Yeshiva Sholom Shachna,-73.973431,40.6275
Beth Medrash Meor Yitzchok,-74.060843,41.100906
San Ignacio University,-80.365591,25.81276
Bethany Global University,-93.371754,44.795501
Unilatina International College,-80.283123,25.97989
Presidio Graduate School,-122.475292,37.80026
Wright Graduate University for the Realization of Human Potential,-88.591085,42.767178
California Jazz Conservatory,-122.268878,37.871235
Kennesaw State University,-84.583052,34.038807
Milligan College,-82.29407,36.300147
Chamberlain University-Nevada,-115.313525,36.185176
Chamberlain University-Michigan,-83.150516,42.556474
Chamberlain University-New Jersey,-74.438877,40.465934
Hussian College-Relativity Campus California,-118.26069,34.054877
The University of Tennessee-Health Science Center,-90.030435,35.140634
The Chicago School of Professional Psychology at Xavier University of Louisiana,-90.107924,29.96527
University of Arizona-South,-110.245117,31.567832
Arizona College-Las Vegas,-115.171331,36.1456
Husson University,-68.791476,44.829002
Northwest University-College of Adult and Professional Studies,-122.195774,47.657502
California Institute of Advanced Management,-118.061293,34.071748
Yeshiva Zichron Aryeh,-73.764551,40.606
Alhambra Medical University,-118.148671,34.08023
Central Yeshiva Beth Joseph,-73.959481,40.6156
Abraham Lincoln University,-118.301181,34.06099
Huntington College of Health Sciences,-83.993531,36.02788
Yeshivas Maharit D'Satmar,-74.159642,41.33127
Beth Medrash of Asbury Park,-74.211131,40.04368
Hope College of Arts and Sciences,-80.139671,26.226156
Yeshiva Gedolah Shaarei Shmuel,-74.197601,40.09088
Claremont Lincoln University,-117.718051,34.09425
Seattle Film Institute,-122.377121,47.64894
Arkansas Colleges of Health Education,-94.319084,35.317421
Indiana Wesleyan University-National & Global,-85.677881,40.5112
Radiological Technologies University VT,,
Wongu University of Oriental Medicine,-115.117581,36.03274
National American University-Westwood Teach-Out Site,-104.822831,39.72132
Chamberlain University-North Carolina,-80.931971,35.13766
Chamberlain University-California,-121.278258,38.596193
Kaplan University-Indianapolis,-86.109501,39.91844
Kaplan University-Milwaukee,-87.913354,43.038608
West Coast University-Center for Graduate Studies,-118.291071,34.08106
Piedmont International University,-80.250153,36.087962
Presbyterian Theological Seminary in America,,
Southern States University,,
America Evangelical University,,
Virginia University of Oriental Medicine,,
Los Angeles Academy of Figurative Art,,
Westcliff University,,
Medical Prep Institute of Tampa Bay,,
Reformed University,,
Yeshiva Shaar Ephraim,,
Yeshiva Bais Aharon,,
Mechon L'hoyroa,,
Western Michigan University Homer Stryker M.D. School of Medicine,,
Yeshiva Ohr Naftoli,,
Bais Medrash Mayan Hatorah,,
Kansas City University of Medicine and Biosciences-Joplin,,
Kaplan University-St. Louis,,
Purdue University Northwest,,
East-West University,,
Platt College-Anaheim,,
Yeshiva Kollel Tifereth Elizer,,
National American University-Garden City,,
National American University-Watertown,,
National American University-Career Point College Teachout Site,,
The Chicago School of Professional Psychology at San Diego,,
University of Wisconsin-Milwaukee Flex,,
University of Wisconsin-Parkside Flex,,
